Vulnerability Details Url,Application,Application ID,Release,Release ID,FISMA,STIG39,STIG 4.1,STIG 4.3,STIG 4.11,STIG 5.1,Severity,Category,Kingdom,OWASP 2004,OWASP 2007,OWASP 2010,OWASP 2013,OWASP 2014 Mobile Top 10,OWASP 2017,OWASP 2021,CWE,Package,Location,VulnId,Analysis Type,Description,Status,Line Number,Scan started date,Scan completed date,SIM_Open_Date,Has Comments,Assigned User,Scan Type,Subtype,LocationFull,Has Attachments,PCI 2.0,SANS 2009,SANS 2010,SANS Top 25 2011,WASC242,Is Suppressed,Suppressed By,Scan ID,PCI 3.0,Introduced Date,SDLC Status,Comments,URL,Bug Link,ID,CheckId,Developer Status,Auditor Status,Audited Timestamp,Closed Date,SIM_Closed_Date,Closed Status,SIM_Closed_Status,Instance ID,PCI 3.1,PCI 3.2,Source,Scan Tool,Sink,Days to Fix,Bug Submitted,Microservice,Application type,Project type,Interface type,Sample Application
https://trial.fortify.com//Redirect/Issues/7725aed4-6efa-4ede-8e59-fb8740029a09,AndroGoat,202682,4/21/2019,205852,(Not Set),(Not Set),(Not Set),(Not Set),(Not Set),(Not Set),Low,Android Misconfiguration: Debug Information,Environment,(Not Set),(Not Set),(Not Set),(Not Set),M10 - Lack of Binary Protections,(Not Set),(Not Set),(Not Set),Android: Debuggable Application,Application Binary,7725aed4-6efa-4ede-8e59-fb8740029a09,(Not Set),,New,,4/24/2023,4/24/2023,4/14/2023,FALSE,(Not Set),Dynamic,,Application Binary,FALSE,(Not Set),(Not Set),(Not Set),(Not Set),(Not Set),FALSE,,299782,(Not Set),4/24/2023,Production,,,,37716405,M298,Open,Pending Review,,,5/3/2023,Open,CLOSED,fed0d202-a811-3ead-b3f0-ccc415d35150,(Not Set),(Not Set),<None>,MAST,<None>,,FALSE,(Not Set),(Not Set),(Not Set),(Not Set),
https://trial.fortify.com//Redirect/Issues/5236dfff-2f2a-4b93-9995-f6f5bd5d5de5,AndroGoat,202682,4/21/2019,205852,(Not Set),(Not Set),(Not Set),(Not Set),(Not Set),(Not Set),Medium,Weak Encryption: Weak Code-signing Certificate,Security Features,(Not Set),(Not Set),(Not Set),(Not Set),M6 - Broken Cryptography,(Not Set),(Not Set),(Not Set),Weak Code-signing Certificate,META-INF/CERT.RSA,5236dfff-2f2a-4b93-9995-f6f5bd5d5de5,(Not Set),,New,,4/24/2023,4/24/2023,4/21/2023,FALSE,(Not Set),Dynamic,,META-INF/CERT.RSA,FALSE,(Not Set),(Not Set),(Not Set),(Not Set),(Not Set),FALSE,,299782,(Not Set),4/24/2023,Production,,,,37716406,M497,Open,Pending Review,,,4/27/2023,Open,CLOSED,76b3bab1-b55b-3bb1-bdb0-22e9c39fb903,(Not Set),(Not Set),<None>,MAST,<None>,,FALSE,(Not Set),(Not Set),(Not Set),(Not Set),
https://trial.fortify.com//Redirect/Issues/40a15b09-d604-4ee9-937e-a307328e3d14,AndroGoat,202682,4/21/2019,205852,(Not Set),(Not Set),(Not Set),(Not Set),(Not Set),(Not Set),High,Access Control: Missing Authorization Check,None,(Not Set),(Not Set),(Not Set),(Not Set),(Not Set),(Not Set),(Not Set),(Not Set),(Not Set),/.AccessControl1ViewActivity,40a15b09-d604-4ee9-937e-a307328e3d14,(Not Set),See Tester Notes,New,,4/24/2023,4/24/2023,4/23/2023,FALSE,(Not Set),Dynamic,,http://owasp.sat.agoat/.AccessControl1ViewActivity,FALSE,(Not Set),(Not Set),(Not Set),(Not Set),(Not Set),FALSE,,299782,(Not Set),4/24/2023,Production,,,,37716407,D90031,Open,Pending Review,,,,Open,OPEN,faf8ff59-d9bf-48ec-8220-0ff88a51ae4e,(Not Set),(Not Set),<None>,DAST,<None>,,FALSE,(Not Set),(Not Set),(Not Set),(Not Set),
https://trial.fortify.com//Redirect/Issues/f213c37e-cc29-49ed-b7c7-e1b7324f816e,AndroGoat,202682,4/21/2019,205852,(Not Set),(Not Set),(Not Set),(Not Set),(Not Set),(Not Set),Info,Insecure Deployment: Malicious Behavior,Environment,(Not Set),(Not Set),(Not Set),(Not Set),M4 - Unintended Data Leakage,(Not Set),(Not Set),(Not Set),Host From Embedded URL Listed As Suspicious (Reputation Analysis),http://demo.testfire.net/,f213c37e-cc29-49ed-b7c7-e1b7324f816e,(Not Set),,New,,4/24/2023,4/24/2023,4/15/2023,FALSE,(Not Set),Dynamic,,http://demo.testfire.net/,FALSE,(Not Set),(Not Set),(Not Set),(Not Set),(Not Set),FALSE,,299782,(Not Set),4/24/2023,Production,,,,37716408,M477,Open,Pending Review,,,4/25/2023,Open,CLOSED,2eac9f66-c31e-35e5-89ed-35cbee7f9e8b,(Not Set),(Not Set),<None>,MAST,<None>,,FALSE,(Not Set),(Not Set),(Not Set),(Not Set),
https://trial.fortify.com//Redirect/Issues/07b18516-3825-423c-896f-a7ad31131116,AndroGoat,202682,4/21/2019,205852,AC,APP3500 CAT II,"APSC-DV-000500 CAT II, APSC-DV-000510 CAT I, APSC-DV-001500 CAT II","APSC-DV-000500 CAT II, APSC-DV-000510 CAT I, APSC-DV-001500 CAT II","APSC-DV-000500 CAT II, APSC-DV-000510 CAT I, APSC-DV-001500 CAT II","APSC-DV-000500 CAT II, APSC-DV-000510 CAT I, APSC-DV-001500 CAT II",High,Privilege Management: Unnecessary Permission,Security Features,A2 - Broken Access Control,(Not Set),A6 - Information Leakage and Improper Error Handling,A5 - Security Misconfiguration,M5 - Poor Authorization and Authentication,A6 - Security Misconfiguration,A01 - Broken Access Control,CWE-250,Java Android,AndroidManifest.xml,07b18516-3825-423c-896f-a7ad31131116,(Not Set),"The application fails to adhere to the principle of least privilege, which greatly amplifies the risk posed by other vulnerabilities.",New,5,4/24/2023,4/24/2023,4/21/2023,FALSE,(Not Set),Static,Unnecessary Permission,app/src/main/AndroidManifest.xml,FALSE,7.1.1,CWE-285 - Porous Defenses,CWE-285 - Porous Defenses,(Not Set),Insufficient Authorization,FALSE,,299783,7.1.2,4/24/2023,Production,,,,37716389,DA628366-FBE1-4D37-879F-7B8F53FF24C1,Open,Pending Review,,,,Open,OPEN,C8425CC5E64774A5DA2060EB233A61A6,7.1.2,7.1.2,<None>,SAST,<None>,,FALSE,(Not Set),(Not Set),(Not Set),(Not Set),
https://trial.fortify.com//Redirect/Issues/4467c1f3-ebe1-46a5-b361-d4cefe4d0b18,AndroGoat,202682,4/21/2019,205852,AC,APP3500 CAT II,"APSC-DV-000500 CAT II, APSC-DV-000510 CAT I, APSC-DV-001500 CAT II","APSC-DV-000500 CAT II, APSC-DV-000510 CAT I, APSC-DV-001500 CAT II","APSC-DV-000500 CAT II, APSC-DV-000510 CAT I, APSC-DV-001500 CAT II","APSC-DV-000500 CAT II, APSC-DV-000510 CAT I, APSC-DV-001500 CAT II",High,Privilege Management: Unnecessary Permission,Security Features,A2 - Broken Access Control,(Not Set),A6 - Information Leakage and Improper Error Handling,A5 - Security Misconfiguration,M5 - Poor Authorization and Authentication,A6 - Security Misconfiguration,A01 - Broken Access Control,CWE-250,Java Android,AndroidManifest.xml,4467c1f3-ebe1-46a5-b361-d4cefe4d0b18,(Not Set),"The application fails to adhere to the principle of least privilege, which greatly amplifies the risk posed by other vulnerabilities.",New,6,4/24/2023,4/24/2023,4/22/2023,FALSE,(Not Set),Static,Unnecessary Permission,app/src/main/AndroidManifest.xml,FALSE,7.1.1,CWE-285 - Porous Defenses,CWE-285 - Porous Defenses,(Not Set),Insufficient Authorization,FALSE,,299783,7.1.2,4/24/2023,Production,,,,37716390,DA628366-FBE1-4D37-879F-7B8F53FF24C1,Open,Pending Review,,,4/27/2023,Open,CLOSED,C8425CC5E64774A5DA2060EB233A61A7,7.1.2,7.1.2,<None>,SAST,<None>,,FALSE,(Not Set),(Not Set),(Not Set),(Not Set),
https://trial.fortify.com//Redirect/Issues/0c528df7-2bdf-4ce7-9a2e-cd03b14de09d,AndroGoat,202682,4/21/2019,205852,AC,APP3500 CAT II,"APSC-DV-000500 CAT II, APSC-DV-000510 CAT I, APSC-DV-001500 CAT II","APSC-DV-000500 CAT II, APSC-DV-000510 CAT I, APSC-DV-001500 CAT II","APSC-DV-000500 CAT II, APSC-DV-000510 CAT I, APSC-DV-001500 CAT II","APSC-DV-000500 CAT II, APSC-DV-000510 CAT I, APSC-DV-001500 CAT II",High,Privilege Management: Android Data Storage,Security Features,A2 - Broken Access Control,(Not Set),A6 - Information Leakage and Improper Error Handling,A5 - Security Misconfiguration,M5 - Poor Authorization and Authentication,A6 - Security Misconfiguration,A05 - Security Misconfiguration,CWE-250,Java Android,AndroidManifest.xml,0c528df7-2bdf-4ce7-9a2e-cd03b14de09d,(Not Set),"The program requests permission to write data to Android's external storage on line <b class=""vuln-data"">6</b> of <b class=""vuln-data"">AndroidManifest.xml</b>.",New,6,4/24/2023,4/24/2023,4/22/2023,FALSE,(Not Set),Static,Android Data Storage,app/src/main/AndroidManifest.xml,FALSE,(Not Set),CWE-285 - Porous Defenses,CWE-285 - Porous Defenses,(Not Set),Insufficient Authorization,FALSE,,299783,6.5.6,4/24/2023,Production,,,,37716391,41BA2E0D-6EC4-4A1F-9478-FD0FD253FB70,Open,Pending Review,,,,Open,OPEN,71D4121DFADF6C0E0FCE4F77AAC10965,6.5.6 - High Risk Vulnerabilities,6.5.6 - High Risk Vulnerabilities,<None>,SAST,<None>,,FALSE,(Not Set),(Not Set),(Not Set),(Not Set),
https://trial.fortify.com//Redirect/Issues/9e417cc9-9a3f-47af-bbdb-6c82ccee74ef,AndroGoat,202682,4/21/2019,205852,AC,APP3480.1 CAT I,"APSC-DV-000460 CAT I, APSC-DV-000470 CAT II","APSC-DV-000460 CAT I, APSC-DV-000470 CAT II","APSC-DV-000460 CAT I, APSC-DV-000470 CAT II","APSC-DV-000460 CAT I, APSC-DV-000470 CAT II",High,Android Bad Practices: Missing Component Permission,Security Features,A2 - Broken Access Control,(Not Set),A6 - Information Leakage and Improper Error Handling,A5 - Security Misconfiguration,M5 - Poor Authorization and Authentication,A6 - Security Misconfiguration,A05 - Security Misconfiguration,"CWE-265, CWE-925, CWE-926",Java Android,AndroidManifest.xml,9e417cc9-9a3f-47af-bbdb-6c82ccee74ef,(Not Set),"On line <b class=""vuln-data"">63</b> of <b class=""vuln-data"">AndroidManifest.xml</b> the program does not protect this public component with a permission.",New,63,4/24/2023,4/24/2023,4/18/2023,FALSE,(Not Set),Static,Missing Component Permission,app/src/main/AndroidManifest.xml,FALSE,(Not Set),CWE-285 - Porous Defenses,CWE-285 - Porous Defenses,(Not Set),(Not Set),FALSE,,299783,7.1.2,4/24/2023,Production,,,,37716392,F11B4967-48B2-49B2-9B91-C6431E4E4B1B,Open,Pending Review,,,,Open,OPEN,5138BA4A0337E97ABB25C3FD81245A27,7.1.2,7.1.2,<None>,SAST,<None>,,FALSE,(Not Set),(Not Set),(Not Set),(Not Set),
https://trial.fortify.com//Redirect/Issues/9b0ebe75-970a-405f-9d10-1d8d418332fe,AndroGoat,202682,4/21/2019,205852,AC,APP3480.1 CAT I,"APSC-DV-000460 CAT I, APSC-DV-000470 CAT II","APSC-DV-000460 CAT I, APSC-DV-000470 CAT II","APSC-DV-000460 CAT I, APSC-DV-000470 CAT II","APSC-DV-000460 CAT I, APSC-DV-000470 CAT II",High,Android Bad Practices: Missing Component Permission,Security Features,A2 - Broken Access Control,(Not Set),A6 - Information Leakage and Improper Error Handling,A5 - Security Misconfiguration,M5 - Poor Authorization and Authentication,A6 - Security Misconfiguration,A05 - Security Misconfiguration,"CWE-265, CWE-925, CWE-926",Java Android,AndroidManifest.xml,9b0ebe75-970a-405f-9d10-1d8d418332fe,(Not Set),"On line <b class=""vuln-data"">50</b> of <b class=""vuln-data"">AndroidManifest.xml</b> the program does not protect this public component with a permission.",New,50,4/24/2023,4/24/2023,4/23/2023,FALSE,(Not Set),Static,Missing Component Permission,app/src/main/AndroidManifest.xml,FALSE,(Not Set),CWE-285 - Porous Defenses,CWE-285 - Porous Defenses,(Not Set),(Not Set),FALSE,,299783,7.1.2,4/24/2023,Production,,,,37716393,83F6E487-70ED-4935-8B68-9E2ED3583F42,Open,Pending Review,,,5/4/2023,Open,CLOSED,47981267EF94E962EDBAF22963B252EA,7.1.2,7.1.2,<None>,SAST,<None>,,FALSE,(Not Set),(Not Set),(Not Set),(Not Set),
https://trial.fortify.com//Redirect/Issues/0cc19a82-6ec4-43b6-bce6-afba5052f907,AndroGoat,202682,4/21/2019,205852,AC,APP3480.1 CAT I,"APSC-DV-000460 CAT I, APSC-DV-000470 CAT II","APSC-DV-000460 CAT I, APSC-DV-000470 CAT II","APSC-DV-000460 CAT I, APSC-DV-000470 CAT II","APSC-DV-000460 CAT I, APSC-DV-000470 CAT II",High,Android Bad Practices: Missing Component Permission,Security Features,A2 - Broken Access Control,(Not Set),A6 - Information Leakage and Improper Error Handling,A5 - Security Misconfiguration,M5 - Poor Authorization and Authentication,A6 - Security Misconfiguration,A05 - Security Misconfiguration,"CWE-265, CWE-925, CWE-926",Java Android,AndroidManifest.xml,0cc19a82-6ec4-43b6-bce6-afba5052f907,(Not Set),"On line <b class=""vuln-data"">94</b> of <b class=""vuln-data"">AndroidManifest.xml</b> the program does not protect this public component with a permission.",New,94,4/24/2023,4/24/2023,4/14/2023,FALSE,(Not Set),Static,Missing Component Permission,app/src/main/AndroidManifest.xml,FALSE,(Not Set),CWE-285 - Porous Defenses,CWE-285 - Porous Defenses,(Not Set),(Not Set),FALSE,,299783,7.1.2,4/24/2023,Production,,,,37716394,3EAAAB32-EFC6-4C63-A75D-F13CA3553296,Open,Pending Review,,,4/26/2023,Open,CLOSED,8FE535CCDB463BD9DBD01BC34CE97235,7.1.2,7.1.2,<None>,SAST,<None>,,FALSE,(Not Set),(Not Set),(Not Set),(Not Set),
https://trial.fortify.com//Redirect/Issues/6838e938-e19e-4b8f-8b30-60cad66de8a1,AndroGoat,202682,4/21/2019,205852,(Not Set),(Not Set),(Not Set),(Not Set),(Not Set),(Not Set),Info,Insecure Deployment: Malicious Behavior,Environment,(Not Set),(Not Set),(Not Set),(Not Set),M4 - Unintended Data Leakage,(Not Set),(Not Set),(Not Set),Host From Embedded URL Listed As Suspicious (Reputation Analysis),https://owasp.org/,6838e938-e19e-4b8f-8b30-60cad66de8a1,(Not Set),,New,,4/24/2023,4/24/2023,4/19/2023,FALSE,(Not Set),Dynamic,,https://owasp.org/,FALSE,(Not Set),(Not Set),(Not Set),(Not Set),(Not Set),FALSE,,299782,(Not Set),4/24/2023,Production,,,,37716409,M477,Open,Pending Review,,,4/26/2023,Open,CLOSED,2bd4f311-e70d-3a41-81c2-7219c74f30be,(Not Set),(Not Set),<None>,MAST,<None>,,FALSE,(Not Set),(Not Set),(Not Set),(Not Set),
https://trial.fortify.com//Redirect/Issues/edb615f9-56bb-4c29-99d4-a3be617b2b9f,AndroGoat,202682,4/21/2019,205852,(Not Set),(Not Set),(Not Set),(Not Set),(Not Set),(Not Set),High,Password Management,Encapsulation,(Not Set),(Not Set),(Not Set),(Not Set),M2 - Insecure Data Storage,(Not Set),(Not Set),(Not Set),Cleartext password found in Shared Preferences file (Android),/data/data/owasp.sat.agoat/shared_prefs/users.xml,edb615f9-56bb-4c29-99d4-a3be617b2b9f,(Not Set),,New,,4/24/2023,4/24/2023,4/21/2023,FALSE,(Not Set),Dynamic,,/data/data/owasp.sat.agoat/shared_prefs/users.xml,FALSE,(Not Set),(Not Set),(Not Set),(Not Set),(Not Set),FALSE,,299782,(Not Set),4/24/2023,Production,,,,37716410,M327,Open,Pending Review,,,5/1/2023,Open,CLOSED,5c24da46-fca8-3df3-a809-38015b9d40ab,(Not Set),(Not Set),<None>,MAST,<None>,,FALSE,(Not Set),(Not Set),(Not Set),(Not Set),
https://trial.fortify.com//Redirect/Issues/500b11cb-8b2f-470a-8a42-4375c3db210f,AndroGoat,202682,4/21/2019,205852,(Not Set),(Not Set),(Not Set),(Not Set),(Not Set),(Not Set),Medium,Insecure Storage: Sensitive Information Found In Shared Preferences File,Encapsulation,(Not Set),(Not Set),(Not Set),(Not Set),M2 - Insecure Data Storage,(Not Set),(Not Set),(Not Set),Android: Shared Prefs Sensitive Info,/data/data/owasp.sat.agoat/shared_prefs/pinDetails.xml,500b11cb-8b2f-470a-8a42-4375c3db210f,(Not Set),,New,,4/24/2023,4/24/2023,4/20/2023,FALSE,(Not Set),Dynamic,,/data/data/owasp.sat.agoat/shared_prefs/pinDetails.xml,FALSE,(Not Set),(Not Set),(Not Set),(Not Set),(Not Set),FALSE,,299782,(Not Set),4/24/2023,Production,,,,37716411,M515,Open,Pending Review,,,5/4/2023,Open,CLOSED,2a2eb375-05bf-42a5-be11-1d7204447798,(Not Set),(Not Set),<None>,MAST,<None>,,FALSE,(Not Set),(Not Set),(Not Set),(Not Set),
